feature_name,cui,cui_nomenclature,cui_def,KG_Hits,sim_score,feature_level_min_kg_hits,feature_level_sum_kg_hits,feature_level_avg_kg_hits,feature_importance,p_val,corr,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Feature Split,sim_score_target_feat,sim_score_target_cui,shortest_path_length,simple_path_length,norm_path_length
Illnesses of siblings 0 Prostate cancer,C0600139,Prostate carcinoma,"Prostate carcinoma. One of the most common malignant tumors afflicting men. The majority of carcinomas arise in the peripheral zone and a minority occur in the central or the transitional zone of the prostate gland. Grossly, prostatic carcinomas appear as ill-defined yellow areas of discoloration in the prostate gland lobes. Adenocarcinomas represent the overwhelming majority of prostatic carcinomas. Prostatic-specific antigen (PSA) serum test is widely used as a screening test for the early detection of prostatic carcinoma. Treatment options include radical prostatectomy, radiation therapy, androgen ablation and cryotherapy. Watchful waiting or surveillance alone is an option for older patients with low-grade or low-stage disease.",0,0.36,0.0,0.0,0.0,0.0,0.0352,0.005,0.0,Illnesses of siblings_0_Prostate cancer,1.12,2869,Illnesses of siblings_0_Prostate cancer >= 0.50,0.07,0.07,2,0,0.0
Illnesses of siblings 0 Severe depression,C0037047,Sibling,"Sibling. Persons or animals having at least one parent in common. (American College Dictionary, 3d ed)",0,0.408,0.0,1.0,0.2,0.0,0.0007,0.008,0.0,Illnesses of siblings_0_Severe depression,1.1,10993,Illnesses of siblings_0_Severe depression >= 0.50,0.03,0.03,2,11,0.0
Illnesses of siblings 0 Severe depression,C0011570,Mental Depression,Mental Depression. Depressive states usually of moderate intensity in contrast with MAJOR DEPRESSIVE DISORDER present in neurotic and psychotic disorders.,0,0.399,0.0,1.0,0.2,0.0,0.0007,0.008,0.0,Illnesses of siblings_0_Severe depression,1.1,10993,Illnesses of siblings_0_Severe depression >= 0.50,0.03,0.03,2,8,0.02
Illnesses of siblings 0 Severe depression,C0011581,Depressive disorder,Depressive disorder. An affective disorder manifested by either a dysphoric mood or loss of interest or pleasure in usual activities. The mood disturbance is prominent and relatively persistent.,0,0.481,0.0,1.0,0.2,0.0,0.0007,0.008,0.0,Illnesses of siblings_0_Severe depression,1.1,10993,Illnesses of siblings_0_Severe depression >= 0.50,0.03,0.03,2,22,0.01
Illnesses of siblings 1 Chronic bronchitis/emphysema,C0037047,Sibling,"Sibling. Persons or animals having at least one parent in common. (American College Dictionary, 3d ed)",0,0.402,0.0,0.0,0.0,0.0,0.0007,0.008,0.0,Illnesses of siblings_1_Chronic bronchitis/emphysema,1.26,1635,Illnesses of siblings_1_Chronic bronchitis/emphysema >= 0.50,0.23,0.3,2,11,0.0
Illnesses of siblings 1 Do not know (group 2),C0037047,Sibling,"Sibling. Persons or animals having at least one parent in common. (American College Dictionary, 3d ed)",0,0.408,0.0,0.0,0.0,0.0,0.0011,0.007,0.0009,Illnesses of siblings_1_Do not know (group 2),1.09,11734,Illnesses of siblings_1_Do not know (group 2) >= 0.50,0.07,0.07,2,11,0.0
Illnesses of siblings 1 Do not know (group 2),C0687744,Social group,"Social group. A collection of two or more people who share a common identity as defined by beliefs, codes of conduct, CULTURE and SOCIAL NORMS.",0,0.227,0.0,0.0,0.0,0.0,0.0011,0.007,0.0009,Illnesses of siblings_1_Do not know (group 2),1.09,11734,Illnesses of siblings_1_Do not know (group 2) >= 0.50,0.07,0.07,2,36,0.17
Illnesses of siblings 1 High blood pressure,C0037047,Sibling,"Sibling. Persons or animals having at least one parent in common. (American College Dictionary, 3d ed)",0,0.324,0.0,1.0,0.5,0.0,0.0002,0.008,0.0015,Illnesses of siblings_1_High blood pressure,1.12,9615,Illnesses of siblings_1_High blood pressure >= 0.50,0.11,0.11,2,11,0.0
Illnesses of mother 0 Parkinson's disease,C0030567,Parkinson Disease,"Parkinson Disease. A progressive, degenerative neurologic disease characterized by a TREMOR that is maximal at rest, retropulsion (i.e. a tendency to fall backwards), rigidity, stooped posture, slowness of voluntary movements, and a masklike facial expression. Pathologic features include loss of melanin containing neurons in the substantia nigra and other pigmented nuclei of the brainstem. LEWY BODIES are present in the substantia nigra and locus coeruleus but may also be found in a related condition (LEWY BODY DISEASE, DIFFUSE) characterized by dementia in combination with varying degrees of parkinsonism. (Adams et al., Principles of Neurology, 6th ed, p1059, pp1067-75)",0,0.598,0.0,0.0,0.0,0.0,0.0338,0.005,0.0007,Illnesses of mother_0_Parkinson's disease,1.13,2618,Illnesses of mother_0_Parkinson's disease >= 0.50,-0.09,-0.09,2,152,0.03
Falls in the last year More than one fall,C0000921,Accidental Falls,Accidental Falls. Falls due to slipping or tripping which may result in injury.,0,0.653,0.0,0.0,0.0,0.0,0.0,0.02,0.0,Falls in the last year_More than one fall,1.21,15437,Falls in the last year_More than one fall >= 0.50,0.04,0.12,2,205,2.56
Falls in the last year More than one fall,C0085639,Falls,"Falls. A sudden movement downward, usually resulting in injury.",0,0.669,0.0,0.0,0.0,0.0,0.0,0.02,0.0,Falls in the last year_More than one fall,1.21,15437,Falls in the last year_More than one fall >= 0.50,0.04,0.12,2,30,0.01
Frequency of tiredness / lethargy in last 2 weeks More than half the days,C0015672,Fatigue,"Fatigue. The state of weariness following a period of exertion, mental or physical, characterized by a decreased capacity for work and reduced efficiency to respond to stimuli.",0,0.584,0.0,0.0,0.0,0.0,0.0,0.012,0.0003,Frequency of tiredness / lethargy in last 2 weeks_More than half the days,1.14,12936,Frequency of tiredness / lethargy in last 2 weeks_More than half the days >= 0.50,0.0,0.0,2,13,0.01
Frequency of tiredness / lethargy in last 2 weeks More than half the days,C0023380,Lethargy,Lethargy. Characterized by a lack of vitality or energy.,0,0.541,0.0,0.0,0.0,0.0,0.0,0.012,0.0003,Frequency of tiredness / lethargy in last 2 weeks_More than half the days,1.14,12936,Frequency of tiredness / lethargy in last 2 weeks_More than half the days >= 0.50,0.0,0.0,2,194,2.23
Frequency of tiredness / lethargy in last 2 weeks Not at all,C0015672,Fatigue,"Fatigue. The state of weariness following a period of exertion, mental or physical, characterized by a decreased capacity for work and reduced efficiency to respond to stimuli.",0,0.544,0.0,0.0,0.0,0.0,0.0,-0.032,0.0202,Frequency of tiredness / lethargy in last 2 weeks_Not at all,1.09,110353,Frequency of tiredness / lethargy in last 2 weeks_Not at all < 0.50,-0.07,-0.07,2,13,0.01
Frequency of tiredness / lethargy in last 2 weeks Not at all,C0023380,Lethargy,Lethargy. Characterized by a lack of vitality or energy.,0,0.535,0.0,0.0,0.0,0.0,0.0,-0.032,0.0202,Frequency of tiredness / lethargy in last 2 weeks_Not at all,1.09,110353,Frequency of tiredness / lethargy in last 2 weeks_Not at all < 0.50,-0.07,-0.07,2,194,2.23
Frequency of tiredness / lethargy in last 2 weeks Several days,C0015672,Fatigue,"Fatigue. The state of weariness following a period of exertion, mental or physical, characterized by a decreased capacity for work and reduced efficiency to respond to stimuli.",0,0.612,0.0,0.0,0.0,0.0,0.0008,0.008,0.0158,Frequency of tiredness / lethargy in last 2 weeks_Several days,1.03,75902,Frequency of tiredness / lethargy in last 2 weeks_Several days >= 0.50,-0.01,-0.01,2,13,0.01
Frequency of tiredness / lethargy in last 2 weeks Several days,C0023380,Lethargy,Lethargy. Characterized by a lack of vitality or energy.,0,0.579,0.0,0.0,0.0,0.0,0.0008,0.008,0.0158,Frequency of tiredness / lethargy in last 2 weeks_Several days,1.03,75902,Frequency of tiredness / lethargy in last 2 weeks_Several days >= 0.50,-0.01,-0.01,2,194,2.23
Had major operations Yes - you will be asked about this later by an interviewer,C0038895,Surgical aspects,"Surgical aspects. Used for operative procedures on organs, regions, or tissues in the treatment of diseases, including tissue section by lasers. It excludes transplantation, for which ""transplantation"" is used.",0,0.435,0.0,0.0,0.0,0.0,0.001,-0.008,0.0073,Had major operations_Yes - you will be asked about this later by an interviewer,1.01,137791,Had major operations_Yes - you will be asked about this later by an interviewer < 0.50,0.1,0.13,99,83,inf
Had major operations Yes - you will be asked about this later by an interviewer,C3241922,Operation Activity,Operation Activity. Performance of a practical work or of something involving the practical application of principles or processes.,0,0.288,0.0,0.0,0.0,0.0,0.001,-0.008,0.0073,Had major operations_Yes - you will be asked about this later by an interviewer,1.01,137791,Had major operations_Yes - you will be asked about this later by an interviewer < 0.50,0.1,0.13,99,0,0.0
Falls in the last year No falls,C0000921,Accidental Falls,Accidental Falls. Falls due to slipping or tripping which may result in injury.,0,0.385,0.0,0.0,0.0,0.0,0.0,-0.016,0.033,Falls in the last year_No falls,1.09,43881,Falls in the last year_No falls < 0.50,-0.05,-0.05,2,205,2.56
Falls in the last year No falls,C0085639,Falls,"Falls. A sudden movement downward, usually resulting in injury.",0,0.446,0.0,0.0,0.0,0.0,0.0,-0.016,0.033,Falls in the last year_No falls,1.09,43881,Falls in the last year_No falls < 0.50,-0.05,-0.05,2,30,0.01
Hot drink temperature Warm,C0459797,Hot drink,Hot drink. ,0,0.849,0.0,0.0,0.0,0.0,0.0,0.01,0.0035,Hot drink temperature_Warm,1.08,30805,Hot drink temperature_Warm >= 0.50,-0.06,0.03,99,77,inf
Hot drink temperature Warm,C0005903,Body Temperature,Body Temperature. The measure of the level of heat of a human or animal.,0,0.434,0.0,0.0,0.0,0.0,0.0,0.01,0.0035,Hot drink temperature_Warm,1.08,30805,Hot drink temperature_Warm >= 0.50,-0.06,0.03,2,106,0.68
Hot drink temperature Warm,C0039476,Temperature,Temperature. The property of objects that determines the direction of heat flow when they are placed in direct thermal contact. The temperature is the energy of microscopic motions (vibrational and translational) of the particles of atoms.,0,0.444,0.0,0.0,0.0,0.0,0.0,0.01,0.0035,Hot drink temperature_Warm,1.08,30805,Hot drink temperature_Warm >= 0.50,-0.06,0.03,2,15,0.12
Hot drink temperature Warm,C0886414,Body temperature measurement,Body temperature measurement. The result of the measurement of the body temperature.,0,0.366,0.0,0.0,0.0,0.0,0.0,0.01,0.0035,Hot drink temperature_Warm,1.08,30805,Hot drink temperature_Warm >= 0.50,-0.06,0.03,2,319,19.94
Hot drink temperature Very hot,C0459797,Hot drink,Hot drink. ,0,0.782,0.0,0.0,0.0,0.0,0.0164,-0.006,0.0038,Hot drink temperature_Very hot,1.01,157602,Hot drink temperature_Very hot < 0.50,-0.04,0.07,99,77,inf
Hot drink temperature Very hot,C0005903,Body Temperature,Body Temperature. The measure of the level of heat of a human or animal.,0,0.407,0.0,0.0,0.0,0.0,0.0164,-0.006,0.0038,Hot drink temperature_Very hot,1.01,157602,Hot drink temperature_Very hot < 0.50,-0.04,0.07,2,106,0.68
Hot drink temperature Very hot,C0039476,Temperature,Temperature. The property of objects that determines the direction of heat flow when they are placed in direct thermal contact. The temperature is the energy of microscopic motions (vibrational and translational) of the particles of atoms.,0,0.415,0.0,0.0,0.0,0.0,0.0164,-0.006,0.0038,Hot drink temperature_Very hot,1.01,157602,Hot drink temperature_Very hot < 0.50,-0.04,0.07,2,15,0.12
Hot drink temperature Very hot,C0886414,Body temperature measurement,Body temperature measurement. The result of the measurement of the body temperature.,0,0.35,0.0,0.0,0.0,0.0,0.0164,-0.006,0.0038,Hot drink temperature_Very hot,1.01,157602,Hot drink temperature_Very hot < 0.50,-0.04,0.07,2,319,19.94
Health satisfaction Moderately happy,C0018592,Happiness,Happiness. Highly pleasant emotion characterized by outward manifestations of gratification.,0,0.518,0.0,0.0,0.0,0.0,0.0222,-0.005,0.0032,Health satisfaction_Moderately happy,1.01,157237,Health satisfaction_Moderately happy < 0.50,-0.08,-0.08,2,37,0.27
Health satisfaction Very unhappy,C4744614,Very Unhappy,Very Unhappy. A response indicating that an individual is or was very unhappy.,0,0.547,0.0,0.0,0.0,0.0,0.0,0.012,0.0012,Health satisfaction_Very unhappy,1.34,2472,Health satisfaction_Very unhappy >= 0.50,0.02,0.02,99,0,0.0
Home area population density - urban or rural Scotland - Accessible Small Town,C0178587,density,density. The amount of something per unit size.,0,0.234,0.0,0.0,0.0,0.0,0.0054,0.006,0.0003,Home area population density - urban or rural_Scotland - Accessible Small Town,1.38,534,Home area population density - urban or rural_Scotland - Accessible Small Town >= 0.50,-0.11,-0.11,2,170,0.18
Home area population density - urban or rural Scotland - Accessible Small Town,C0442529,Urban environment,"Urban environment. A delineated geographic area encompassing residential, commercial, and other non-residential urban land uses with a residential population of 50,000 or more people and a density of 1,000 people or more per square mile.",0,0.34,0.0,0.0,0.0,0.0,0.0054,0.006,0.0003,Home area population density - urban or rural_Scotland - Accessible Small Town,1.38,534,Home area population density - urban or rural_Scotland - Accessible Small Town >= 0.50,-0.11,-0.11,3,180,18.0
Home area population density - urban or rural Scotland - Accessible Small Town,C2700386,Urban - qualifier,"Urban - qualifier. Relating to, located in, or characteristic of a city or densely populated area.",0,0.294,0.0,0.0,0.0,0.0,0.0054,0.006,0.0003,Home area population density - urban or rural_Scotland - Accessible Small Town,1.38,534,Home area population density - urban or rural_Scotland - Accessible Small Town >= 0.50,-0.11,-0.11,99,0,0.0
Home area population density - urban or rural Scotland - Other Urban Area,C0178587,density,density. The amount of something per unit size.,0,0.276,0.0,0.0,0.0,0.0,0.0447,0.005,0.0,Home area population density - urban or rural_Scotland - Other Urban Area,1.14,1995,Home area population density - urban or rural_Scotland - Other Urban Area >= 0.50,-0.03,0.02,2,170,0.18
Home area population density - urban or rural Scotland - Other Urban Area,C0442529,Urban environment,"Urban environment. A delineated geographic area encompassing residential, commercial, and other non-residential urban land uses with a residential population of 50,000 or more people and a density of 1,000 people or more per square mile.",0,0.339,0.0,0.0,0.0,0.0,0.0447,0.005,0.0,Home area population density - urban or rural_Scotland - Other Urban Area,1.14,1995,Home area population density - urban or rural_Scotland - Other Urban Area >= 0.50,-0.03,0.02,3,180,18.0
Home area population density - urban or rural Scotland - Other Urban Area,C0724128,Urban tradename,Urban tradename. ,0,0.187,0.0,0.0,0.0,0.0,0.0447,0.005,0.0,Home area population density - urban or rural_Scotland - Other Urban Area,1.14,1995,Home area population density - urban or rural_Scotland - Other Urban Area >= 0.50,-0.03,0.02,99,14,inf
Home area population density - urban or rural Scotland - Other Urban Area,C2700386,Urban - qualifier,"Urban - qualifier. Relating to, located in, or characteristic of a city or densely populated area.",0,0.386,0.0,0.0,0.0,0.0,0.0447,0.005,0.0,Home area population density - urban or rural_Scotland - Other Urban Area,1.14,1995,Home area population density - urban or rural_Scotland - Other Urban Area >= 0.50,-0.03,0.02,99,0,0.0
Home area population density - urban or rural Scotland - Other Urban Area,C0178876,urban area,"urban area. of, relating to, or located in a city area.",0,0.334,0.0,0.0,0.0,0.0,0.0447,0.005,0.0,Home area population density - urban or rural_Scotland - Other Urban Area,1.14,1995,Home area population density - urban or rural_Scotland - Other Urban Area >= 0.50,-0.03,0.02,3,0,0.0
"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed",C0149871,Deep Vein Thrombosis,"Deep Vein Thrombosis. A blood clot in a deep vein, predominantly in the lower extremity, but may include the pelvis or upper extremity.",0,0.665,0.0,0.0,0.0,0.0,0.0003,0.008,0.0,"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed_55",1.95,147,"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed_55 >= 0.50",0.05,0.05,2,107,0.09
"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed",C0151950,Deep thrombophlebitis,Deep thrombophlebitis. ,0,0.515,0.0,0.0,0.0,0.0,0.0003,0.008,0.0,"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed_55",1.95,147,"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed_55 >= 0.50",0.05,0.05,2,10,0.36
"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed",C0087086,Thrombus,Thrombus. ,0,0.474,0.0,0.0,0.0,0.0,0.0003,0.008,0.0,"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed_55",1.95,147,"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed_55 >= 0.50",0.05,0.05,2,205,0.08
"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed",C0302148,Blood Clot,"Blood Clot. An aggregation of blood factors, primarily platelets and fibrin with entrapment of cellular elements, frequently causing vascular obstruction at the point of its formation.",0,0.455,0.0,0.0,0.0,0.0,0.0003,0.008,0.0,"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed_55",1.95,147,"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed_55 >= 0.50",0.05,0.05,2,53,0.21
"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed",C0023216,Lower Extremity,"Lower Extremity. The region of the lower limb in animals, extending from the gluteal region to the FOOT, and including the BUTTOCKS; HIP; and LEG.",0,0.283,0.0,0.0,0.0,0.0,0.0003,0.008,0.0,"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed_55",1.95,147,"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed_55 >= 0.50",0.05,0.05,2,49,0.02
