Query,feature_name,cui,cui_def,KG_Hits,sim_score,feature_level_sum_kg_hits,feature_level_avg_kg_hits,feature_importance,p_val,corr,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Feature Split,sim_score_target_feat,sim_score_target_cui,shortest_path_length,simple_path_length,norm_path_length,Target,Query Count,Target Count,Co-occurrence Count,Cooccurrence P-Value,MI,min_feat_kgHit,feature_level_sum_cooc_hits
Glycogen storage disease type II,(AMD) age-related macular degeneration genetic risk,C0017921,"Glycogen storage disease type II. An autosomal recessively inherited glycogen storage disease caused by GLUCAN 1,4-ALPHA-GLUCOSIDASE deficiency. Large amounts of GLYCOGEN accumulate in the LYSOSOMES of skeletal muscle (MUSCLE, SKELETAL); HEART; LIVER; SPINAL CORD; and BRAIN. Three forms have been described: infantile, childhood, and adult. The infantile form is fatal in infancy and presents with hypotonia and a hypertrophic cardiomyopathy (CARDIOMYOPATHY, HYPERTROPHIC). The childhood form usually presents in the second year of life with proximal weakness and respiratory symptoms. The adult form consists of a slowly progressive proximal myopathy. (From Muscle Nerve 1995;3:S61-9; Menkes, Textbook of Child Neurology, 5th ed, pp73-4)",0,0.415,0.0,0.0,0.006,0.006,0.006,0.0,(AMD) age-related macular degeneration genetic risk,1.22,207,-0.01 <= (AMD) age-related macular degeneration genetic risk < -0.01,0.11,0.16,2,23,0.12,(Cholelithiasis) OR (Gallbladder disease),2424,75025,0,0.007,0.0,0.0,0.0
gord,gord,,,0,1.0,0.0,0.0,0.0,0.004,0.007,0.0,"Non-cancer illness code, self-reported | Array 0__gord",1.21,1893,"Non-cancer illness code, self-reported | Array 0__gord >= 0.14",0.06,0.22,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),1168,75025,3,0.785,0.341,0.0,1.0
gord gastric,gord gastric,,,0,1.0,0.0,0.0,0.001,0.0,0.014,0.0,"Non-cancer illness code, self-reported | Array 2__gord gastric",1.4,2232,"Non-cancer illness code, self-reported | Array 2__gord gastric >= 0.14",0.24,0.24,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),293,75025,2,0.978,1.751,0.0,1.0
Greater,"Average total household income before tax Greater than 100,000",C1704243,"Greater. Notable in size, number, measure, magnitude, degree, or effectiveness.",0,0.173,0.0,0.0,0.004,0.0,-0.021,0.0,"Average total household income before tax_Greater than 100,000",1.01,183491,"Average total household income before tax_Greater than 100,000 < 0.50",-0.02,0.01,99,0,0.0,(Cholelithiasis) OR (Gallbladder disease),1488452,75025,1990,0.0,-0.601,0.0,1.0
Haemoglobin concentration,Haemoglobin concentration,,Hemoglobin. The oxygen-carrying proteins of ERYTHROCYTES. They are found in all vertebrates and some invertebrates. The number of globin subunits in the hemoglobin quaternary structure differs between species. Structures range from monomeric to a variety of multimeric arrangements.,0,0.724,0.0,0.0,0.012,0.064,-0.006,0.0,Haemoglobin concentration,1.53,395,2.10 <= Haemoglobin concentration < 2.20,-0.02,-0.02,2,188,0.06,(Cholelithiasis) OR (Gallbladder disease),52315,75025,42,0.0,-1.337,0.0,1.0
handicapping condition,"Long-standing illness, disability or infirmity",C0231172,handicapping condition. ,0,0.617,0.0,0.0,0.026,0.0,0.043,0.015,"Long-standing illness, disability or infirmity_Yes",1.18,72176,"Long-standing illness, disability or infirmity_Yes >= 0.50",0.14,0.14,2,150,0.9,(Cholelithiasis) OR (Gallbladder disease),22987,75025,5,0.0,-3.221,0.0,1.0
Happiness,Health satisfaction Very happy,C0018592,Happiness. Highly pleasant emotion characterized by outward manifestations of gratification.,0,0.668,0.0,0.0,0.002,0.0,-0.023,0.001,Health satisfaction_Very happy,1.02,172628,Health satisfaction_Very happy < 0.50,-0.05,-0.05,2,37,0.27,(Cholelithiasis) OR (Gallbladder disease),25730,75025,6,0.0,-3.12,0.0,3.0
Happiness,Health satisfaction Extremely happy,C0018592,Happiness. Highly pleasant emotion characterized by outward manifestations of gratification.,0,0.68,0.0,0.0,0.0,0.068,-0.004,0.0,Health satisfaction_Extremely happy,1.0,187261,Health satisfaction_Extremely happy < 0.50,-0.05,-0.05,2,37,0.27,(Cholelithiasis) OR (Gallbladder disease),25730,75025,6,0.0,-3.12,0.0,3.0
Happiness,Health satisfaction Moderately happy,C0018592,Happiness. Highly pleasant emotion characterized by outward manifestations of gratification.,0,0.518,0.0,0.0,0.0,0.022,-0.005,0.003,Health satisfaction_Moderately happy,1.01,157237,Health satisfaction_Moderately happy < 0.50,-0.08,-0.08,2,37,0.27,(Cholelithiasis) OR (Gallbladder disease),25730,75025,6,0.0,-3.12,0.0,3.0
Hartnup Disease,Qualifications A levels/AS levels or equivalent|O levels/GCSEs or equivalent|NVQ or HND or HNC or equivalent,C0018609,"Hartnup Disease. An autosomal recessive disorder due to defective absorption of NEUTRAL AMINO ACIDS by both the intestine and the PROXIMAL RENAL TUBULES. The abnormal urinary loss of TRYPTOPHAN, a precursor of NIACIN, leads to a NICOTINAMIDE deficiency, PELLAGRA-like light-sensitive rash, CEREBELLAR ATAXIA, emotional instability, and aminoaciduria. Mutations involve the neurotransmitter transporter gene SLC6A19.",0,0.158,0.0,0.0,0.0,0.043,-0.005,0.0,Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|NVQ or HND or HNC or equivalent,1.0,187748,Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|NVQ or HND or HNC or equivalent < 0.50,-0.09,-0.09,2,212,3.53,(Cholelithiasis) OR (Gallbladder disease),289,75025,0,0.556,0.0,0.0,0.0
Hashimoto Disease,(HT) hypertension genetic risk,C0677607,Hashimoto Disease. An autoimmune disorder caused by the production of autoantibodies against thyroid tissue. There is progressive destruction of the thyroid follicles leading to hypothyroidism.,0,0.258,1.0,0.2,0.003,0.002,0.007,0.0,(HT) hypertension genetic risk,1.02,142041,(HT) hypertension genetic risk >= -0.65,0.02,0.05,2,306,0.6,(Cholelithiasis) OR (Gallbladder disease),17311,75025,50,0.993,0.51,0.0,1.0
hayfever,hayfever,,Hay fever. Allergic rhinitis caused by outdoor allergens.,0,0.728,0.0,0.0,0.0,0.004,-0.007,0.0,"Non-cancer illness code, self-reported | Array 0__hayfever",1.0,187071,"Non-cancer illness code, self-reported | Array 0__hayfever < 0.22",-0.15,-0.15,2,62,0.15,(Cholelithiasis) OR (Gallbladder disease),15465,75025,2,0.0,-3.971,0.0,3.0
Hay fever,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor Hayfever, allergic rhinitis or eczema",C0018621,Hay fever. Allergic rhinitis caused by outdoor allergens.,0,0.482,0.0,0.0,0.0,0.0,-0.009,0.003,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Hayfever, allergic rhinitis or eczema",1.01,158765,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor_Hayfever, allergic rhinitis or eczema < 0.50",-0.04,-0.04,2,62,0.15,(Cholelithiasis) OR (Gallbladder disease),16767,75025,5,0.0,-2.765,0.0,3.0
Hay fever,"Age hay fever, rhinitis or eczema diagnosed",C0018621,Hay fever. Allergic rhinitis caused by outdoor allergens.,0,0.678,1.0,0.2,0.0,0.023,-0.005,0.0,"Age hay fever, rhinitis or eczema diagnosed_18",1.0,188488,"Age hay fever, rhinitis or eczema diagnosed_18 < 0.50",-0.11,-0.11,2,62,0.15,(Cholelithiasis) OR (Gallbladder disease),16767,75025,5,0.0,-2.765,0.0,3.0
hayfever allergic,hayfever allergic,,,0,1.0,0.0,0.0,0.0,0.004,-0.007,0.001,"Non-cancer illness code, self-reported | Array 0__hayfever allergic",1.0,187071,"Non-cancer illness code, self-reported | Array 0__hayfever allergic < 0.22",-0.18,-0.18,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),15343,75025,2,0.0,-3.959,0.0,1.0
HBA1C DF glycated haemoglobin genetic risk,HBA1C DF glycated haemoglobin genetic risk,,"Hemoglobin, Glycosylated. Products of non-enzymatic reactions between GLUCOSE and HEMOGLOBIN (occurring as a minor fraction of the hemoglobin of ERYTHROCYTES.) It generally refers to glycated HEMOGLOBIN A. Hemoglobin A1c (Hb A1c) is hemoglobin A with GLYCATION on a terminal VALINE of the beta chain. Glycated hemoglobin A is used as an index of the average blood sugar level over a lifetime of erythrocytes.",0,0.525,0.0,0.0,0.003,0.162,0.003,0.0,(HBA1C_DF) glycated haemoglobin genetic risk,1.54,100,(HBA1C_DF) glycated haemoglobin genetic risk >= 3.30,0.07,0.15,2,0,0.0,(Cholelithiasis) OR (Gallbladder disease),41,75025,0,0.92,0.0,0.0,0.0
Head,Other open wound of head and face,C0018670,"Head. The upper part of the human body, or the front or upper part of the body of an animal, typically separated from the rest of the body by a neck, and containing the brain, mouth, and sense organs.",0,0.5,0.0,0.0,0.0,0.047,0.004,0.001,Other open wound of head and face,1.8,122,0.32 <= Other open wound of head and face < 1.80,0.13,0.14,2,0,0.0,(Cholelithiasis) OR (Gallbladder disease),846276,75025,547,0.0,-1.649,0.0,2.0
Head,head,C0018670,"Head. The upper part of the human body, or the front or upper part of the body of an animal, typically separated from the rest of the body by a neck, and containing the brain, mouth, and sense organs.",0,0.671,0.0,0.0,0.0,0.024,0.005,0.001,"Non-cancer illness code, self-reported | Array 3__head",1.67,112,"Non-cancer illness code, self-reported | Array 3__head >= 0.36",-0.02,0.08,2,0,0.0,(Cholelithiasis) OR (Gallbladder disease),846276,75025,547,0.0,-1.649,0.0,2.0
Headache,headaches,C0018681,Headache. The symptom of PAIN in the cranial region. It may be an isolated benign occurrence or manifestation of a wide variety of HEADACHE DISORDERS.,0,0.772,0.0,0.0,0.0,0.018,0.005,0.0,"Non-cancer illness code, self-reported | Array 4__headaches",1.72,109,"Non-cancer illness code, self-reported | Array 4__headaches >= 0.30",0.13,0.18,2,217,0.13,(Cholelithiasis) OR (Gallbladder disease),128908,75025,87,0.0,-1.587,0.0,1.0
headaches,headaches,,Headache. The symptom of PAIN in the cranial region. It may be an isolated benign occurrence or manifestation of a wide variety of HEADACHE DISORDERS.,0,0.772,0.0,0.0,0.0,0.018,0.005,0.0,"Non-cancer illness code, self-reported | Array 4__headaches",1.72,109,"Non-cancer illness code, self-reported | Array 4__headaches >= 0.30",0.13,0.18,2,217,0.13,(Cholelithiasis) OR (Gallbladder disease),128908,75025,87,0.0,-1.587,0.0,1.0
headaches migraine,headaches migraine,,"Migraine Disorders. A common, severe type of vascular headache often associated with increased sympathetic activity, resulting in nausea, vomiting, and light sensitivity.",0,0.823,0.0,0.0,0.0,0.018,0.005,0.0,"Non-cancer illness code, self-reported | Array 4__headaches migraine",1.72,109,"Non-cancer illness code, self-reported | Array 4__headaches migraine >= 0.30",0.11,0.2,2,0,0.0,(Cholelithiasis) OR (Gallbladder disease),29029,75025,10,0.0,-2.557,0.0,1.0
Head - Component of Device,Other open wound of head and face,C1706305,Head - Component of Device. A projection on the end of an object,0,0.185,0.0,0.0,0.0,0.047,0.004,0.001,Other open wound of head and face,1.8,122,0.32 <= Other open wound of head and face < 1.80,0.13,0.14,99,38,inf,(Cholelithiasis) OR (Gallbladder disease),5429,75025,0,0.0,0.0,0.0,0.0
Head - Component of Device,head,C1706305,Head - Component of Device. A projection on the end of an object,0,0.486,0.0,0.0,0.0,0.024,0.005,0.001,"Non-cancer illness code, self-reported | Array 3__head",1.67,112,"Non-cancer illness code, self-reported | Array 3__head >= 0.36",-0.02,0.08,99,38,inf,(Cholelithiasis) OR (Gallbladder disease),5429,75025,0,0.0,0.0,0.0,0.0
Head>Teeth,Other diseases of the teeth and supporting structures,C4071855,Head>Teeth. ,0,0.457,0.0,0.0,0.0,0.572,0.002,0.001,Other diseases of the teeth and supporting structures,1.95,113,0.78 <= Other diseases of the teeth and supporting structures < 1.80,0.25,0.32,99,6,inf,(Cholelithiasis) OR (Gallbladder disease),14174,75025,2,0.0,-3.845,0.0,1.0
Health satisfaction,Health satisfaction,,,0,1.0,0.0,0.0,0.0,0.0,0.01,0.034,Health satisfaction_None,1.02,126069,Health satisfaction_None >= 0.50,-0.04,-0.04,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),158952,75025,65,0.0,-2.31,0.0,1.0
Health satisfaction Extremely happy,Health satisfaction Extremely happy,,Happiness. Highly pleasant emotion characterized by outward manifestations of gratification.,0,0.68,0.0,0.0,0.0,0.068,-0.004,0.0,Health satisfaction_Extremely happy,1.0,187261,Health satisfaction_Extremely happy < 0.50,-0.05,-0.05,2,37,0.27,(Cholelithiasis) OR (Gallbladder disease),36,75025,0,0.93,0.0,0.0,0.0
Health satisfaction Moderately happy,Health satisfaction Moderately happy,,Happiness. Highly pleasant emotion characterized by outward manifestations of gratification.,0,0.518,0.0,0.0,0.0,0.022,-0.005,0.003,Health satisfaction_Moderately happy,1.01,157237,Health satisfaction_Moderately happy < 0.50,-0.08,-0.08,2,37,0.27,(Cholelithiasis) OR (Gallbladder disease),207,75025,0,0.657,0.0,0.0,0.0
Health satisfaction Moderately unhappy,Health satisfaction Moderately unhappy,,,0,1.0,0.0,0.0,0.0,0.0,0.01,0.001,Health satisfaction_Moderately unhappy,1.16,7732,Health satisfaction_Moderately unhappy >= 0.50,-0.05,-0.05,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),26,75025,0,0.949,0.0,0.0,0.0
Health satisfaction Very happy,Health satisfaction Very happy,,Happiness. Highly pleasant emotion characterized by outward manifestations of gratification.,0,0.668,0.0,0.0,0.002,0.0,-0.023,0.001,Health satisfaction_Very happy,1.02,172628,Health satisfaction_Very happy < 0.50,-0.05,-0.05,2,37,0.27,(Cholelithiasis) OR (Gallbladder disease),2423,75025,1,0.043,-2.297,0.0,0.0
Health satisfaction Very unhappy,Health satisfaction Very unhappy,,Very Unhappy. A response indicating that an individual is or was very unhappy.,0,0.547,0.0,0.0,0.0,0.0,0.012,0.001,Health satisfaction_Very unhappy,1.34,2472,Health satisfaction_Very unhappy >= 0.50,0.02,0.02,99,0,0.0,(Cholelithiasis) OR (Gallbladder disease),449,75025,0,0.402,0.0,0.0,0.0
Hearing difficulty problems,Hearing difficulty problems,,,0,1.0,0.0,0.0,0.001,0.006,0.006,0.008,Hearing difficulty/problems_Yes,1.03,50060,Hearing difficulty/problems_Yes >= 0.50,0.15,0.15,2,74,0.26,(Cholelithiasis) OR (Gallbladder disease),1258,75025,0,0.078,0.0,0.0,0.0
heart,heart,,Chest>Heart. ,0,0.715,1.0,0.5,0.0,0.0,0.014,0.0,"Non-cancer illness code, self-reported | Array 0__heart",1.27,5530,"0.18 <= Non-cancer illness code, self-reported | Array 0__heart < 0.38",0.05,0.05,99,0,0.0,(Cholelithiasis) OR (Gallbladder disease),1879711,75025,1410,0.0,-1.435,0.0,1.0
heart arrhythmia,heart arrhythmia,,"Cardiac Arrhythmia. Any disturbances of the normal rhythmic beating of the heart or MYOCARDIAL CONTRACTION. Cardiac arrhythmias can be classified by the abnormalities in HEART RATE, disorders of electrical impulse generation, or impulse conduction.",0,0.938,0.0,0.0,0.0,0.018,0.005,0.0,"Non-cancer illness code, self-reported | Array 2__heart arrhythmia",1.5,228,"Non-cancer illness code, self-reported | Array 2__heart arrhythmia >= 0.30",0.09,0.09,2,60,0.02,(Cholelithiasis) OR (Gallbladder disease),287980,75025,138,0.0,-2.081,0.0,1.0
heart attack,heart attack,,Myocardial Infarction. NECROSIS of the MYOCARDIUM caused by an obstruction of the blood supply to the heart (CORONARY CIRCULATION).,0,0.631,0.0,0.0,0.0,0.0,0.015,0.001,"Non-cancer illness code, self-reported | Array 0__heart attack",1.27,5530,"Non-cancer illness code, self-reported | Array 0__heart attack >= 0.19",0.13,0.13,2,0,0.0,(Cholelithiasis) OR (Gallbladder disease),312021,75025,361,0.0,-0.809,0.0,1.0
HEIGHT height genetic risk,HEIGHT height genetic risk,,Genetic Risk. Risk of developing a disease based on a patient's heredity,0,0.707,0.0,0.0,0.008,0.0,0.007,0.001,(HEIGHT) height genetic risk,1.17,1601,-1.70 <= (HEIGHT) height genetic risk < -1.60,0.06,0.13,3,65,16.25,(Cholelithiasis) OR (Gallbladder disease),3703,75025,8,0.661,0.091,0.0,1.0
Hemoglobin,Haemoglobin concentration,C0019046,Hemoglobin. The oxygen-carrying proteins of ERYTHROCYTES. They are found in all vertebrates and some invertebrates. The number of globin subunits in the hemoglobin quaternary structure differs between species. Structures range from monomeric to a variety of multimeric arrangements.,0,0.724,0.0,0.0,0.012,0.064,-0.006,0.0,Haemoglobin concentration,1.53,395,2.10 <= Haemoglobin concentration < 2.20,-0.02,-0.02,2,188,0.06,(Cholelithiasis) OR (Gallbladder disease),265859,75025,338,0.0,-0.673,0.0,1.0
Hemoglobin A,Haemoglobin concentration,C0019016,Hemoglobin A. Normal adult human hemoglobin. The globin moiety consists of two alpha and two beta chains.,0,0.479,0.0,0.0,0.012,0.064,-0.006,0.0,Haemoglobin concentration,1.53,395,2.10 <= Haemoglobin concentration < 2.20,-0.02,-0.02,2,165,0.59,(Cholelithiasis) OR (Gallbladder disease),48147,75025,23,0.0,-2.086,0.0,1.0
Hemoglobin C,Haemoglobin concentration,C0019020,Hemoglobin C. A commonly occurring abnormal hemoglobin in which lysine replaces a glutamic acid residue at the sixth position of the beta chains. It results in reduced plasticity of erythrocytes.,0,0.614,0.0,0.0,0.012,0.064,-0.006,0.0,Haemoglobin concentration,1.53,395,2.10 <= Haemoglobin concentration < 2.20,-0.02,-0.02,2,358,7.31,(Cholelithiasis) OR (Gallbladder disease),1668,75025,9,0.997,1.412,0.0,1.0
"Hemoglobin, Glycosylated",(HBA1C DF) glycated haemoglobin genetic risk,C0017853,"Hemoglobin, Glycosylated. Products of non-enzymatic reactions between GLUCOSE and HEMOGLOBIN (occurring as a minor fraction of the hemoglobin of ERYTHROCYTES.) It generally refers to glycated HEMOGLOBIN A. Hemoglobin A1c (Hb A1c) is hemoglobin A with GLYCATION on a terminal VALINE of the beta chain. Glycated hemoglobin A is used as an index of the average blood sugar level over a lifetime of erythrocytes.",0,0.525,0.0,0.0,0.003,0.162,0.003,0.0,(HBA1C_DF) glycated haemoglobin genetic risk,1.54,100,(HBA1C_DF) glycated haemoglobin genetic risk >= 3.30,0.07,0.15,2,0,0.0,(Cholelithiasis) OR (Gallbladder disease),60197,75025,23,0.0,-2.408,0.0,1.0
Home area population density  urban or rural England Wales  Urban  less sparse,Home area population density  urban or rural England Wales  Urban  less sparse,,density. The amount of something per unit size.,0,0.229,0.0,0.0,0.001,0.021,0.005,0.034,Home area population density - urban or rural_England/Wales - Urban - less sparse,1.01,151002,Home area population density - urban or rural_England/Wales - Urban - less sparse >= 0.50,-0.05,-0.02,2,170,0.18,(Cholelithiasis) OR (Gallbladder disease),277,75025,0,0.57,0.0,0.0,0.0
Home area population density  urban or rural England Wales  Village  less sparse,Home area population density  urban or rural England Wales  Village  less sparse,,density. The amount of something per unit size.,0,0.236,0.0,0.0,0.003,0.0,-0.014,0.0,Home area population density - urban or rural_England/Wales - Village - less sparse,1.01,181305,Home area population density - urban or rural_England/Wales - Village - less sparse < 0.50,-0.05,-0.02,2,170,0.18,(Cholelithiasis) OR (Gallbladder disease),277,75025,0,0.57,0.0,0.0,0.0
Home area population density  urban or rural Scotland  Accessible Small Town,Home area population density  urban or rural Scotland  Accessible Small Town,,density. The amount of something per unit size.,0,0.234,0.0,0.0,0.0,0.005,0.006,0.0,Home area population density - urban or rural_Scotland - Accessible Small Town,1.38,534,Home area population density - urban or rural_Scotland - Accessible Small Town >= 0.50,-0.11,-0.11,2,170,0.18,(Cholelithiasis) OR (Gallbladder disease),284,75025,0,0.562,0.0,0.0,0.0
Home area population density  urban or rural Scotland  Other Urban Area,Home area population density  urban or rural Scotland  Other Urban Area,,density. The amount of something per unit size.,0,0.276,0.0,0.0,0.0,0.045,0.005,0.0,Home area population density - urban or rural_Scotland - Other Urban Area,1.14,1995,Home area population density - urban or rural_Scotland - Other Urban Area >= 0.50,-0.03,0.02,2,170,0.18,(Cholelithiasis) OR (Gallbladder disease),361,75025,0,0.481,0.0,0.0,0.0
