name,feature_importance,p_val,corr,corr_kendal,support,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Target % Covered,F.Split-Feature Split
Treatment/medication code | Array 0 bio quinone,0.0,0.02153,-0.008,-0.008,1,4e-05,Treatment/medication code | Array 0__bio quinone,1.0,91524,99.99,Treatment/medication code | Array 0__bio quinone < 0.13
Treatment/medication code | Array 0 bio,0.0,0.02153,-0.008,-0.008,1,4e-05,Treatment/medication code | Array 0__bio,1.0,91524,99.99,Treatment/medication code | Array 0__bio < 0.13
Age high blood pressure diagnosed_29,0.0,0.07891,0.006,0.006,1,1e-05,Age high blood pressure diagnosed_29,1.0,91538,99.9,Age high blood pressure diagnosed_29 < 0.50
Age high blood pressure diagnosed_27,0.0,0.00026,0.012,0.012,1,6e-05,Age high blood pressure diagnosed_27,1.0,91521,99.83,Age high blood pressure diagnosed_27 < 0.50
Age high blood pressure diagnosed_26,0.0,0.00122,0.011,0.011,1,4e-05,Age high blood pressure diagnosed_26,1.0,91527,99.85,Age high blood pressure diagnosed_26 < 0.50
Age high blood pressure diagnosed_25,0.0,0.14719,0.005,0.005,1,1e-05,Age high blood pressure diagnosed_25,1.0,91468,99.81,Age high blood pressure diagnosed_25 < 0.50
Age high blood pressure diagnosed_38,0.0,0.0007,0.011,0.011,1,5e-05,Age high blood pressure diagnosed_38,1.0,91348,99.56,Age high blood pressure diagnosed_38 < 0.50
Age high blood pressure diagnosed_36,0.0,0.0,0.016,0.016,1,0.0001,Age high blood pressure diagnosed_36,1.0,91432,99.63,Age high blood pressure diagnosed_36 < 0.50
Age high blood pressure diagnosed_35,0.0,0.0,0.021,0.021,1,0.00018,Age high blood pressure diagnosed_35,1.0,91194,99.15,Age high blood pressure diagnosed_35 < 0.50
Age high blood pressure diagnosed_33,0.0,2e-05,0.014,0.014,1,7e-05,Age high blood pressure diagnosed_33,1.0,91506,99.78,Age high blood pressure diagnosed_33 < 0.50
Age high blood pressure diagnosed_32,0.0,0.10326,0.005,0.005,1,1e-05,Age high blood pressure diagnosed_32,1.0,91481,99.83,Age high blood pressure diagnosed_32 < 0.50
Age high blood pressure diagnosed_47,0.0,0.00361,0.01,0.01,1,4e-05,Age high blood pressure diagnosed_47,1.0,91119,99.28,Age high blood pressure diagnosed_47 < 0.50
Job code at visit telecommunications engineers,0.0,0.04064,-0.007,-0.007,1,3e-05,Job code at visit__telecommunications engineers,1.0,91407,99.89,Job code at visit__telecommunications engineers < 0.32
Job code at visit telecommunications,0.0,0.04064,-0.007,-0.007,1,3e-05,Job code at visit__telecommunications,1.0,91407,99.89,Job code at visit__telecommunications < 0.32
Job code at visit technology managers,0.0,0.04243,-0.007,-0.007,1,2e-05,Job code at visit__technology managers,1.0,90822,99.34,Job code at visit__technology managers < 0.20
Job code at visit nursery education,0.0,0.00068,-0.011,-0.011,1,7e-05,Job code at visit__nursery education,1.0,90979,99.61,Job code at visit__nursery education < 0.20
Job code at visit nursery,0.0,6e-05,-0.013,-0.013,1,0.00011,Job code at visit__nursery,1.0,90916,99.6,Job code at visit__nursery < 0.19
Job code at visit medical practitioners,0.0,0.00313,-0.01,-0.01,1,6e-05,Job code at visit__medical practitioners,1.0,91194,99.76,Job code at visit__medical practitioners < 0.30
Job code at visit medical,0.0,0.00087,-0.011,-0.011,1,7e-05,Job code at visit__medical,1.0,91008,99.62,Job code at visit__medical < 0.19
Job code at visit marketing sales,0.0,0.00271,0.01,0.01,1,5e-05,Job code at visit__marketing sales,1.26,1227,1.68,Job code at visit__marketing sales >= 0.25
Job code at visit marketing,0.0,0.00591,0.009,0.009,1,5e-05,Job code at visit__marketing,1.26,1227,1.68,Job code at visit__marketing >= 0.45
Job code at visit leisure sports,0.0,0.09883,-0.005,-0.005,1,2e-05,Job code at visit__leisure sports,1.0,91518,99.97,Job code at visit__leisure sports < 0.26
Job code at visit personal assistants,0.0,0.09178,-0.006,-0.006,1,2e-05,Job code at visit__personal assistants,1.0,91258,99.74,Job code at visit__personal assistants < 0.25
Job code at visit personal,0.0,0.04448,-0.007,-0.007,1,4e-05,Job code at visit__personal,1.0,91238,99.74,Job code at visit__personal < 0.25
Job code at visit officers principal,0.0,0.06324,-0.006,-0.006,1,2e-05,Job code at visit__officers principal,1.0,91496,99.96,Job code at visit__officers principal < 0.19
Job code at visit nursery nurses,0.0,0.02598,-0.007,-0.007,1,4e-05,Job code at visit__nursery nurses,1.0,91527,99.99,Job code at visit__nursery nurses < 0.35
Age angina diagnosed_47,0.0,0.00539,0.009,0.009,1,4e-05,Age angina diagnosed_47,1.0,91471,99.77,Age angina diagnosed_47 < 0.50
Job code at visit principal,0.0,0.06324,-0.006,-0.006,1,2e-05,Job code at visit__principal,1.0,91496,99.96,Job code at visit__principal < 0.19
Job code at visit primary nursery,0.0,0.00068,-0.011,-0.011,1,7e-05,Job code at visit__primary nursery,1.0,90979,99.61,Job code at visit__primary nursery < 0.20
Job code at visit primary,0.0,0.00068,-0.011,-0.011,1,7e-05,Job code at visit__primary,1.0,90979,99.61,Job code at visit__primary < 0.20
Job code at visit practitioners,0.0,0.02811,-0.007,-0.007,1,7e-05,Job code at visit__practitioners,1.0,91116,99.63,Job code at visit__practitioners < 0.25
Job code at visit police officers,0.0,0.0436,-0.007,-0.007,1,4e-05,Job code at visit__police officers,1.0,91152,99.66,Job code at visit__police officers < 0.22
Job code at visit police,0.0,0.0436,-0.007,-0.007,1,4e-05,Job code at visit__police,1.0,91152,99.66,Job code at visit__police < 0.22
Job code at visit personnel industrial,0.0,0.04446,-0.007,-0.007,1,3e-05,Job code at visit__personnel industrial,1.0,91435,99.91,Job code at visit__personnel industrial < 0.22
Treatment/medication code | Array 0 q10,0.0,0.02153,-0.008,-0.008,1,4e-05,Treatment/medication code | Array 0__q10,1.0,91524,99.99,Treatment/medication code | Array 0__q10 < 0.26
Job code at visit receptionists,0.0,0.0497,-0.006,-0.006,1,2e-05,Job code at visit__receptionists,1.0,91386,99.87,Job code at visit__receptionists < 0.50
Job code at visit public service,0.0,0.05643,-0.006,-0.006,1,2e-05,Job code at visit__public service,1.0,90956,99.47,Job code at visit__public service < 0.20
Job code at visit production maintenance,0.0,0.0254,0.007,0.007,1,3e-05,Job code at visit__production maintenance,1.0,90780,98.91,Job code at visit__production maintenance < 0.18
Job code at visit prison service,0.0,0.06324,-0.006,-0.006,1,2e-05,Job code at visit__prison service,1.0,91496,99.96,Job code at visit__prison service < 0.19
Job code at visit printers,0.0,0.03219,-0.007,-0.007,1,3e-05,Job code at visit__printers,1.0,91514,99.98,Job code at visit__printers < 0.50
Job code at visit establishments,0.0,0.02024,-0.008,-0.008,1,4e-05,Job code at visit__establishments,1.0,91419,99.91,Job code at visit__establishments < 0.17
Job code at visit engineers installation,0.0,0.09609,-0.005,-0.005,1,2e-05,Job code at visit__engineers installation,1.0,91464,99.92,Job code at visit__engineers installation < 0.21
Job code at visit principal officer,0.0,0.06324,-0.006,-0.006,1,2e-05,Job code at visit__principal officer,1.0,91496,99.96,Job code at visit__principal officer < 0.19
Treatment/medication code | Array 0 paracetamol,0.0,0.0,-0.025,-0.025,1,0.00037,Treatment/medication code | Array 0__paracetamol,1.01,89190,98.57,Treatment/medication code | Array 0__paracetamol < 0.14
Treatment/medication code | Array 0 liver,0.0,0.0,-0.023,-0.023,1,0.00032,Treatment/medication code | Array 0__liver,1.01,89280,98.58,Treatment/medication code | Array 0__liver < 0.19
Treatment/medication code | Array 0 liquid,0.0,0.01823,-0.008,-0.008,1,6e-05,Treatment/medication code | Array 0__liquid,1.0,91424,99.92,Treatment/medication code | Array 0__liquid < 0.28
Treatment/medication code | Array 0 mineral preparations,0.0,0.01846,-0.008,-0.008,1,4e-05,Treatment/medication code | Array 0__mineral preparations,1.0,91489,99.97,Treatment/medication code | Array 0__mineral preparations < 0.22
Treatment/medication code | Array 0 mineral,0.0,0.01846,-0.008,-0.008,1,4e-05,Treatment/medication code | Array 0__mineral,1.0,91489,99.97,Treatment/medication code | Array 0__mineral < 0.22
Treatment/medication code | Array 0 metformin,0.0,0.01514,-0.008,-0.008,1,4e-05,Treatment/medication code | Array 0__metformin,1.0,91369,99.88,Treatment/medication code | Array 0__metformin < 0.72
Treatment/medication code | Array 0 mesalazine,0.0,0.18915,-0.004,-0.004,1,1e-05,Treatment/medication code | Array 0__mesalazine,1.0,91543,99.98,Treatment/medication code | Array 0__mesalazine < 0.50
Treatment/medication code | Array 0 nasonex,0.0,0.01859,-0.008,-0.008,1,4e-05,Treatment/medication code | Array 0__nasonex,1.0,91474,99.96,Treatment/medication code | Array 0__nasonex < 0.19
Treatment/medication code | Array 0 nasal spray,0.0,0.00025,-0.013,-0.013,1,0.00014,Treatment/medication code | Array 0__nasal spray,1.0,90926,99.61,Treatment/medication code | Array 0__nasal spray < 0.14
Treatment/medication code | Array 0 nasal,0.0,0.00016,-0.013,-0.013,1,0.00015,Treatment/medication code | Array 0__nasal,1.0,90918,99.61,Treatment/medication code | Array 0__nasal < 0.14
Job code at visit therapists,0.0,0.05957,-0.006,-0.006,1,2e-05,Job code at visit__therapists,1.0,91401,99.88,Job code at visit__therapists < 0.36
Treatment/medication code | Array 0 mx,0.0,0.19176,-0.004,-0.004,1,1e-05,Treatment/medication code | Array 0__mx,1.0,91558,99.99,Treatment/medication code | Array 0__mx < 0.20
Treatment/medication code | Array 0 multivitamins,0.0,9e-05,-0.013,-0.013,1,0.00011,Treatment/medication code | Array 0__multivitamins,1.0,91300,99.9,Treatment/medication code | Array 0__multivitamins < 0.42
Treatment/medication code | Array 0 multivitamin mineral,0.0,0.01846,-0.008,-0.008,1,4e-05,Treatment/medication code | Array 0__multivitamin mineral,1.0,91489,99.97,Treatment/medication code | Array 0__multivitamin mineral < 0.22
Treatment/medication code | Array 0 multivitamin,0.0,0.01846,-0.008,-0.008,1,4e-05,Treatment/medication code | Array 0__multivitamin,1.0,91489,99.97,Treatment/medication code | Array 0__multivitamin < 0.22
Treatment/medication code | Array 0 ointment,0.0,0.07653,-0.006,-0.006,1,5e-05,Treatment/medication code | Array 0__ointment,1.0,91469,99.93,Treatment/medication code | Array 0__ointment < 0.26
Treatment/medication code | Array 0 oil tablet,0.0,0.06785,-0.006,-0.006,1,3e-05,Treatment/medication code | Array 0__oil tablet,1.0,91560,100.0,Treatment/medication code | Array 0__oil tablet < 0.27
Treatment/medication code | Array 0 oil supplement,0.0,0.0519,-0.006,-0.006,1,2e-05,Treatment/medication code | Array 0__oil supplement,1.0,91387,99.87,Treatment/medication code | Array 0__oil supplement < 0.20
Treatment/medication code | Array 0 quinone,0.0,0.02153,-0.008,-0.008,1,4e-05,Treatment/medication code | Array 0__quinone,1.0,91524,99.99,Treatment/medication code | Array 0__quinone < 0.13
Treatment/medication code | Array 0 nasonex 05,0.0,0.01859,-0.008,-0.008,1,4e-05,Treatment/medication code | Array 0__nasonex 05,1.0,91474,99.96,Treatment/medication code | Array 0__nasonex 05 < 0.19
Treatment/medication code | Array 0 quinone coenzyme,0.0,0.02153,-0.008,-0.008,1,4e-05,Treatment/medication code | Array 0__quinone coenzyme,1.0,91524,99.99,Treatment/medication code | Array 0__quinone coenzyme < 0.13
Age angina diagnosed_38,0.0,0.01121,0.008,0.008,1,3e-05,Age angina diagnosed_38,1.0,91555,99.91,Age angina diagnosed_38 < 0.50
Treatment/medication code | Array 0 epilim 100mg,0.0,0.1597,-0.005,-0.005,1,1e-05,Treatment/medication code | Array 0__epilim 100mg,1.0,91513,99.96,Treatment/medication code | Array 0__epilim 100mg < 0.20
Treatment/medication code | Array 0 epilim,0.0,0.1597,-0.005,-0.005,1,1e-05,Treatment/medication code | Array 0__epilim,1.0,91513,99.96,Treatment/medication code | Array 0__epilim < 0.20
Treatment/medication code | Array 0 enzyme q10,0.0,0.02153,-0.008,-0.008,1,4e-05,Treatment/medication code | Array 0__enzyme q10,1.0,91524,99.99,Treatment/medication code | Array 0__enzyme q10 < 0.13
Treatment/medication code | Array 0 enzyme,0.0,0.02153,-0.008,-0.008,1,4e-05,Treatment/medication code | Array 0__enzyme,1.0,91524,99.99,Treatment/medication code | Array 0__enzyme < 0.13
Treatment/medication code | Array 0 eye drops,0.0,0.17697,-0.005,-0.005,1,5e-05,Treatment/medication code | Array 0__eye drops,1.0,91328,99.79,Treatment/medication code | Array 0__eye drops < 0.16
Treatment/medication code | Array 0 eye,0.0,0.07927,-0.006,-0.006,1,9e-05,Treatment/medication code | Array 0__eye,1.0,91274,99.76,Treatment/medication code | Array 0__eye < 0.16
Treatment/medication code | Array 0 evorel,0.0,0.03535,-0.007,-0.007,1,5e-05,Treatment/medication code | Array 0__evorel,1.0,91550,100.0,Treatment/medication code | Array 0__evorel < 0.26
Treatment/medication code | Array 0 evohaler,0.0,0.04321,-0.007,-0.007,1,3e-05,Treatment/medication code | Array 0__evohaler,1.0,91475,99.95,Treatment/medication code | Array 0__evohaler < 0.23
Treatment/medication code | Array 0 evening primrose,0.0,0.00149,-0.01,-0.01,1,8e-05,Treatment/medication code | Array 0__evening primrose,1.0,91446,99.97,Treatment/medication code | Array 0__evening primrose < 0.22
Treatment/medication code | Array 0 evening,0.0,0.00149,-0.01,-0.01,1,8e-05,Treatment/medication code | Array 0__evening,1.0,91446,99.97,Treatment/medication code | Array 0__evening < 0.22
Treatment/medication code | Array 0 flax,0.0,0.06785,-0.006,-0.006,1,3e-05,Treatment/medication code | Array 0__flax,1.0,91560,100.0,Treatment/medication code | Array 0__flax < 0.27
Treatment/medication code | Array 0 fish,0.0,0.0519,-0.006,-0.006,1,2e-05,Treatment/medication code | Array 0__fish,1.0,91387,99.87,Treatment/medication code | Array 0__fish < 0.20
Treatment/medication code | Array 0 finasteride,0.0,0.0056,-0.009,-0.009,1,5e-05,Treatment/medication code | Array 0__finasteride,1.0,91408,99.92,Treatment/medication code | Array 0__finasteride < 0.50
Treatment/medication code | Array 0 ferrous sulphate,0.0,0.13951,-0.005,-0.005,1,1e-05,Treatment/medication code | Array 0__ferrous sulphate,1.0,91524,99.97,Treatment/medication code | Array 0__ferrous sulphate < 0.29
Treatment/medication code | Array 0 ferrous,0.0,0.10577,-0.005,-0.005,1,2e-05,Treatment/medication code | Array 0__ferrous,1.0,91520,99.97,Treatment/medication code | Array 0__ferrous < 0.29
Treatment/medication code | Array 0 fluoxetine,0.0,0.00788,-0.009,-0.009,1,5e-05,Treatment/medication code | Array 0__fluoxetine,1.0,91359,99.88,Treatment/medication code | Array 0__fluoxetine < 0.50
Treatment/medication code | Array 0 flixonase 50micrograms,0.0,0.0057,-0.009,-0.009,1,6e-05,Treatment/medication code | Array 0__flixonase 50micrograms,1.0,91453,99.96,Treatment/medication code | Array 0__flixonase 50micrograms < 0.19
Treatment/medication code | Array 0 flixonase,0.0,0.0057,-0.009,-0.009,1,6e-05,Treatment/medication code | Array 0__flixonase,1.0,91453,99.96,Treatment/medication code | Array 0__flixonase < 0.19
Treatment/medication code | Array 0 flax oil,0.0,0.06785,-0.006,-0.006,1,3e-05,Treatment/medication code | Array 0__flax oil,1.0,91560,100.0,Treatment/medication code | Array 0__flax oil < 0.27
Age angina diagnosed_48,0.0,0.06865,0.006,0.006,1,2e-05,Age angina diagnosed_48,1.0,91396,99.71,Age angina diagnosed_48 < 0.50
Treatment/medication code | Array 0 fish oil,0.0,0.0519,-0.006,-0.006,1,2e-05,Treatment/medication code | Array 0__fish oil,1.0,91387,99.87,Treatment/medication code | Array 0__fish oil < 0.20
Treatment/medication code | Array 0 furosemide,0.0,0.01433,0.008,0.008,1,3e-05,Treatment/medication code | Array 0__furosemide,1.0,91521,99.86,Treatment/medication code | Array 0__furosemide < 0.50
Treatment/medication code | Array 0 forte tablet,0.0,0.00909,-0.009,-0.009,1,6e-05,Treatment/medication code | Array 0__forte tablet,1.0,91510,99.99,Treatment/medication code | Array 0__forte tablet < 0.24
Treatment/medication code | Array 0 forte,0.0,0.00376,-0.01,-0.01,1,7e-05,Treatment/medication code | Array 0__forte,1.0,91495,99.99,Treatment/medication code | Array 0__forte < 0.24
Treatment/medication code | Array 0 folic acid,0.0,0.01186,-0.008,-0.008,1,5e-05,Treatment/medication code | Array 0__folic acid,1.0,91466,99.96,Treatment/medication code | Array 0__folic acid < 0.24
Treatment/medication code | Array 0 folic,0.0,0.01186,-0.008,-0.008,1,5e-05,Treatment/medication code | Array 0__folic,1.0,91466,99.96,Treatment/medication code | Array 0__folic < 0.24
Treatment/medication code | Array 0 ginkgo forte,0.0,0.01024,-0.008,-0.008,1,6e-05,Treatment/medication code | Array 0__ginkgo forte,1.0,91512,99.99,Treatment/medication code | Array 0__ginkgo forte < 0.24
Treatment/medication code | Array 0 ginkgo,0.0,0.01024,-0.008,-0.008,1,6e-05,Treatment/medication code | Array 0__ginkgo,1.0,91512,99.99,Treatment/medication code | Array 0__ginkgo < 0.24
Treatment/medication code | Array 0 gaviscon liquid,0.0,0.0313,-0.007,-0.007,1,3e-05,Treatment/medication code | Array 0__gaviscon liquid,1.0,91455,99.93,Treatment/medication code | Array 0__gaviscon liquid < 0.29
Treatment/medication code | Array 0 gaviscon,0.0,0.0313,-0.007,-0.007,1,3e-05,Treatment/medication code | Array 0__gaviscon,1.0,91455,99.93,Treatment/medication code | Array 0__gaviscon < 0.29
Treatment/medication code | Array 0 garlic product,0.0,0.14692,-0.005,-0.005,1,1e-05,Treatment/medication code | Array 0__garlic product,1.0,91412,99.87,Treatment/medication code | Array 0__garlic product < 0.32
Treatment/medication code | Array 0 hydrocortisone,0.0,0.02771,-0.007,-0.007,1,5e-05,Treatment/medication code | Array 0__hydrocortisone,1.0,91546,100.0,Treatment/medication code | Array 0__hydrocortisone < 0.28
Age angina diagnosed_39,0.0,0.03054,0.007,0.007,1,2e-05,Age angina diagnosed_39,1.0,91544,99.9,Age angina diagnosed_39 < 0.50
Treatment/medication code | Array 0 glucosamine,0.0,1e-05,-0.015,-0.015,1,0.00012,Treatment/medication code | Array 0__glucosamine,1.0,90546,99.32,Treatment/medication code | Array 0__glucosamine < 0.30
