name,feature_importance,p_val,corr,corr_kendal,support,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Target % Covered,F.Split-Feature Split
"Non-cancer illness code, self-reported | Array 1 multiple",0.0,0.00358,0.007,0.007,189607,0.0004,"Non-cancer illness code, self-reported | Array 1__multiple",1.62,237,0.2,"Non-cancer illness code, self-reported | Array 1__multiple >= 0.56"
"Non-cancer illness code, self-reported | Array 1 multiple sclerosis",0.0,0.00358,0.007,0.007,189607,0.00089,"Non-cancer illness code, self-reported | Array 1__multiple sclerosis",1.62,237,0.2,"Non-cancer illness code, self-reported | Array 1__multiple sclerosis >= 0.56"
"Non-cancer illness code, self-reported | Array 1 myxoedema",0.0,0.01782,0.005,0.005,189607,0.00117,"Non-cancer illness code, self-reported | Array 1__myxoedema",1.12,3530,2.09,"Non-cancer illness code, self-reported | Array 1__myxoedema >= 0.29"
"Non-cancer illness code, self-reported | Array 1 oesophageal",0.0,2e-05,0.01,0.01,189607,0.0004,"Non-cancer illness code, self-reported | Array 1__oesophageal",1.28,2586,1.74,"0.14 <= Non-cancer illness code, self-reported | Array 1__oesophageal < 0.49"
"Non-cancer illness code, self-reported | Array 1 sinusitis",0.0,0.01904,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 1__sinusitis",1.4,337,0.25,"Non-cancer illness code, self-reported | Array 1__sinusitis >= 0.31"
"Non-cancer illness code, self-reported | Array 1 ureter stone",0.0,0.00825,0.006,0.006,189607,0.0012,"Non-cancer illness code, self-reported | Array 1__ureter stone",1.39,450,0.33,"Non-cancer illness code, self-reported | Array 1__ureter stone >= 0.12"
"Non-cancer illness code, self-reported | Array 1 venous",0.0,0.0,0.014,0.014,189607,0.00099,"Non-cancer illness code, self-reported | Array 1__venous",1.45,1710,1.31,"Non-cancer illness code, self-reported | Array 1__venous >= 0.19"
"Non-cancer illness code, self-reported | Array 1 venous thrombosis",0.0,0.0,0.014,0.014,189607,0.0008,"Non-cancer illness code, self-reported | Array 1__venous thrombosis",1.46,1700,1.31,"Non-cancer illness code, self-reported | Array 1__venous thrombosis >= 0.19"
Treatment/medication code | Array 0 10mg,0.0,0.00051,0.008,0.008,189607,0.0,Treatment/medication code | Array 0__10mg,1.81,280,0.27,0.55 <= Treatment/medication code | Array 0__10mg < 0.60
Treatment/medication code | Array 0 10micrograms,0.0,0.01334,0.006,0.006,189607,0.0,Treatment/medication code | Array 0__10micrograms,1.21,1440,0.92,Treatment/medication code | Array 0__10micrograms >= 0.16
Treatment/medication code | Array 0 10micrograms chewable,0.0,0.01266,0.006,0.006,189607,0.0003,Treatment/medication code | Array 0__10micrograms chewable,1.21,1430,0.91,Treatment/medication code | Array 0__10micrograms chewable >= 0.16
Treatment/medication code | Array 0 25g,0.0,0.01742,0.005,0.005,189607,0.0,Treatment/medication code | Array 0__25g,2.01,153,0.16,Treatment/medication code | Array 0__25g >= 0.63
"Non-cancer illness code, self-reported | Array 1 ulcerative colitis",0.0,0.04329,0.004,0.004,189607,0.0,"Non-cancer illness code, self-reported | Array 1__ulcerative colitis",1.39,332,0.24,"Non-cancer illness code, self-reported | Array 1__ulcerative colitis >= 0.48"
"Non-cancer illness code, self-reported | Array 1 ulcerative",0.0,0.04329,0.004,0.004,189607,0.00052,"Non-cancer illness code, self-reported | Array 1__ulcerative",1.39,332,0.24,"Non-cancer illness code, self-reported | Array 1__ulcerative >= 0.48"
"Non-cancer illness code, self-reported | Array 1 spine",0.0,0.00935,0.006,0.006,189607,0.00049,"Non-cancer illness code, self-reported | Array 1__spine",1.35,536,0.38,"Non-cancer illness code, self-reported | Array 1__spine >= 0.23"
"Non-cancer illness code, self-reported | Array 1 spine arthritis",0.0,0.00935,0.006,0.006,189607,0.0,"Non-cancer illness code, self-reported | Array 1__spine arthritis",1.35,536,0.38,"Non-cancer illness code, self-reported | Array 1__spine arthritis >= 0.23"
"Non-cancer illness code, self-reported | Array 1 stone",0.0,0.00825,0.006,0.006,189607,0.0,"Non-cancer illness code, self-reported | Array 1__stone",1.39,450,0.33,"Non-cancer illness code, self-reported | Array 1__stone >= 0.37"
"Non-cancer illness code, self-reported | Array 1 stone bladder",0.0,0.00825,0.006,0.006,189607,0.0004,"Non-cancer illness code, self-reported | Array 1__stone bladder",1.39,450,0.33,"Non-cancer illness code, self-reported | Array 1__stone bladder >= 0.12"
"Non-cancer illness code, self-reported | Array 1 stone ureter",0.0,0.00825,0.006,0.006,189607,0.0,"Non-cancer illness code, self-reported | Array 1__stone ureter",1.39,450,0.33,"Non-cancer illness code, self-reported | Array 1__stone ureter >= 0.12"
"Non-cancer illness code, self-reported | Array 1 stroke",0.0,0.00035,0.008,0.008,189607,0.0,"Non-cancer illness code, self-reported | Array 1__stroke",1.52,477,0.38,"Non-cancer illness code, self-reported | Array 1__stroke >= 0.84"
"Non-cancer illness code, self-reported | Array 1 tissue problem",0.0,0.05862,-0.004,-0.004,189607,0.00071,"Non-cancer illness code, self-reported | Array 1__tissue problem",1.0,189162,99.83,"Non-cancer illness code, self-reported | Array 1__tissue problem < 0.21"
"Non-cancer illness code, self-reported | Array 1 hypothyroidism myxoedema",0.0,0.01782,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 1__hypothyroidism myxoedema",1.12,3530,2.09,"Non-cancer illness code, self-reported | Array 1__hypothyroidism myxoedema >= 0.29"
"Non-cancer illness code, self-reported | Array 1 hypothyroidism",0.0,0.01782,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 1__hypothyroidism",1.12,3530,2.09,"Non-cancer illness code, self-reported | Array 1__hypothyroidism >= 0.29"
"Non-cancer illness code, self-reported | Array 1 crohns",0.0,2e-05,0.008,0.008,189607,0.0,"Non-cancer illness code, self-reported | Array 1__crohns",2.06,192,0.21,"Non-cancer illness code, self-reported | Array 1__crohns >= 0.60"
"Non-cancer illness code, self-reported | Array 1 chronic bronchitis",0.0,7e-05,0.009,0.009,189607,0.00121,"Non-cancer illness code, self-reported | Array 1__chronic bronchitis",1.37,1147,0.83,"Non-cancer illness code, self-reported | Array 1__chronic bronchitis >= 0.23"
"Non-cancer illness code, self-reported | Array 1 chronic sinusitis",0.0,0.01904,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 1__chronic sinusitis",1.4,337,0.25,"Non-cancer illness code, self-reported | Array 1__chronic sinusitis >= 0.31"
"Non-cancer illness code, self-reported | Array 1 deep",0.0,0.0,0.014,0.014,189607,0.00091,"Non-cancer illness code, self-reported | Array 1__deep",1.46,1700,1.31,"Non-cancer illness code, self-reported | Array 1__deep >= 0.19"
"Non-cancer illness code, self-reported | Array 1 deep venous",0.0,0.0,0.014,0.014,189607,0.0,"Non-cancer illness code, self-reported | Array 1__deep venous",1.46,1700,1.31,"Non-cancer illness code, self-reported | Array 1__deep venous >= 0.19"
"Non-cancer illness code, self-reported | Array 1 depression",0.0,0.00509,0.007,0.007,189607,0.00011,"Non-cancer illness code, self-reported | Array 1__depression",1.73,172,0.16,"0.34 <= Non-cancer illness code, self-reported | Array 1__depression < 0.84"
"Non-cancer illness code, self-reported | Array 1 dermatitis",0.0,0.02766,-0.005,-0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 1__dermatitis",1.0,188199,99.4,"Non-cancer illness code, self-reported | Array 1__dermatitis < 0.29"
"Non-cancer illness code, self-reported | Array 1 bronchitis",0.0,0.0004,0.01,0.01,189607,0.0,"Non-cancer illness code, self-reported | Array 1__bronchitis",1.37,1147,0.83,"0.22 <= Non-cancer illness code, self-reported | Array 1__bronchitis < 0.72"
"Non-cancer illness code, self-reported | Array 3 wrist",0.0,0.03239,-0.005,-0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 3__wrist",1.0,189457,99.97,"Non-cancer illness code, self-reported | Array 3__wrist < 0.26"
"Non-cancer illness code, self-reported | Array 1 angina",0.0,0.0,0.015,0.015,189607,0.0,"Non-cancer illness code, self-reported | Array 1__angina",1.4,2524,1.86,"Non-cancer illness code, self-reported | Array 1__angina >= 0.50"
"Non-cancer illness code, self-reported | Array 1 anxiety",0.0,0.04688,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 1__anxiety",1.23,752,0.49,"Non-cancer illness code, self-reported | Array 1__anxiety >= 0.22"
"Non-cancer illness code, self-reported | Array 1 anxiety panic",0.0,0.04688,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 1__anxiety panic",1.23,752,0.49,"Non-cancer illness code, self-reported | Array 1__anxiety panic >= 0.22"
"Non-cancer illness code, self-reported | Array 1 arthritis",0.0,0.01661,0.006,0.006,189607,3e-05,"Non-cancer illness code, self-reported | Array 1__arthritis",1.35,536,0.38,"0.19 <= Non-cancer illness code, self-reported | Array 1__arthritis < 0.44"
"Non-cancer illness code, self-reported | Array 1 arthritis spondylitis",0.0,0.00935,0.006,0.006,189607,0.00014,"Non-cancer illness code, self-reported | Array 1__arthritis spondylitis",1.35,536,0.38,"Non-cancer illness code, self-reported | Array 1__arthritis spondylitis >= 0.23"
"Non-cancer illness code, self-reported | Array 1 asthma",0.0,0.0,0.012,0.012,189607,0.00033,"Non-cancer illness code, self-reported | Array 1__asthma",1.19,7791,4.88,"Non-cancer illness code, self-reported | Array 1__asthma >= 0.50"
"Non-cancer illness code, self-reported | Array 1 attacks",0.0,0.04688,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 1__attacks",1.23,752,0.49,"Non-cancer illness code, self-reported | Array 1__attacks >= 0.22"
"Non-cancer illness code, self-reported | Array 1 bladder stone",0.0,0.00825,0.006,0.006,189607,0.0,"Non-cancer illness code, self-reported | Array 1__bladder stone",1.39,450,0.33,"Non-cancer illness code, self-reported | Array 1__bladder stone >= 0.12"
"Non-cancer illness code, self-reported | Array 1 diabetes",0.0,0.00013,0.008,0.008,189607,0.0,"Non-cancer illness code, self-reported | Array 1__diabetes",1.17,5417,3.34,"Non-cancer illness code, self-reported | Array 1__diabetes >= 0.75"
"Non-cancer illness code, self-reported | Array 1 hypertension",0.0,0.0,0.013,0.013,189607,0.0,"Non-cancer illness code, self-reported | Array 1__hypertension",1.31,337,0.23,"0.31 <= Non-cancer illness code, self-reported | Array 1__hypertension < 0.69"
"Non-cancer illness code, self-reported | Array 1 fracture",0.0,0.013,-0.006,-0.006,189607,0.00109,"Non-cancer illness code, self-reported | Array 1__fracture",1.0,188710,99.65,"Non-cancer illness code, self-reported | Array 1__fracture < 0.34"
"Non-cancer illness code, self-reported | Array 1 gall",0.0,0.0,0.017,0.017,189607,0.0,"Non-cancer illness code, self-reported | Array 1__gall",1.72,1128,1.02,"0.22 <= Non-cancer illness code, self-reported | Array 1__gall < 0.51"
"Non-cancer illness code, self-reported | Array 1 gastric",0.0,0.0,0.011,0.011,189607,0.0,"Non-cancer illness code, self-reported | Array 1__gastric",2.01,104,0.11,"Non-cancer illness code, self-reported | Array 1__gastric >= 0.67"
"Non-cancer illness code, self-reported | Array 1 gastric reflux",0.0,1e-05,0.01,0.01,189607,0.00061,"Non-cancer illness code, self-reported | Array 1__gastric reflux",1.28,2586,1.74,"Non-cancer illness code, self-reported | Array 1__gastric reflux >= 0.14"
"Non-cancer illness code, self-reported | Array 1 gastro oesophageal",0.0,1e-05,0.01,0.01,189607,0.00133,"Non-cancer illness code, self-reported | Array 1__gastro oesophageal",1.28,2586,1.74,"Non-cancer illness code, self-reported | Array 1__gastro oesophageal >= 0.14"
"Non-cancer illness code, self-reported | Array 1 gord",0.0,1e-05,0.01,0.01,189607,0.00046,"Non-cancer illness code, self-reported | Array 1__gord",1.28,2586,1.74,"Non-cancer illness code, self-reported | Array 1__gord >= 0.14"
"Non-cancer illness code, self-reported | Array 1 gord gastric",0.0,1e-05,0.01,0.01,189607,0.0,"Non-cancer illness code, self-reported | Array 1__gord gastric",1.28,2586,1.74,"Non-cancer illness code, self-reported | Array 1__gord gastric >= 0.14"
"Non-cancer illness code, self-reported | Array 1 hernia",0.0,1e-05,0.012,0.012,189607,0.00057,"Non-cancer illness code, self-reported | Array 1__hernia",1.5,1511,1.2,"0.28 <= Non-cancer illness code, self-reported | Array 1__hernia < 0.78"
"Non-cancer illness code, self-reported | Array 1 hiatus",0.0,0.0,0.014,0.014,189607,0.00039,"Non-cancer illness code, self-reported | Array 1__hiatus",1.5,1511,1.2,"Non-cancer illness code, self-reported | Array 1__hiatus >= 0.29"
"Non-cancer illness code, self-reported | Array 1 high",0.0,0.0,-0.012,-0.012,189607,0.00014,"Non-cancer illness code, self-reported | Array 1__high",1.01,180471,95.96,"Non-cancer illness code, self-reported | Array 1__high < 0.29"
"Non-cancer illness code, self-reported | Array 1 disease diverticulitis",0.0,3e-05,0.01,0.01,189607,0.0,"Non-cancer illness code, self-reported | Array 1__disease diverticulitis",1.49,714,0.56,"Non-cancer illness code, self-reported | Array 1__disease diverticulitis >= 0.23"
"Non-cancer illness code, self-reported | Array 1 disorder",0.0,0.02265,0.005,0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 1__disorder",1.73,172,0.16,"0.73 <= Non-cancer illness code, self-reported | Array 1__disorder < 0.87"
"Non-cancer illness code, self-reported | Array 1 diverticular disease",0.0,3e-05,0.01,0.01,189607,0.0,"Non-cancer illness code, self-reported | Array 1__diverticular disease",1.49,714,0.56,"Non-cancer illness code, self-reported | Array 1__diverticular disease >= 0.23"
"Non-cancer illness code, self-reported | Array 1 diverticulitis",0.0,3e-05,0.01,0.01,189607,0.00073,"Non-cancer illness code, self-reported | Array 1__diverticulitis",1.49,714,0.56,"Non-cancer illness code, self-reported | Array 1__diverticulitis >= 0.23"
"Non-cancer illness code, self-reported | Array 1 duodenal",0.0,0.0001,0.009,0.009,189607,7e-05,"Non-cancer illness code, self-reported | Array 1__duodenal",1.81,231,0.22,"Non-cancer illness code, self-reported | Array 1__duodenal >= 0.29"
"Non-cancer illness code, self-reported | Array 1 duodenal ulcer",0.0,0.0001,0.009,0.009,189607,0.0,"Non-cancer illness code, self-reported | Array 1__duodenal ulcer",1.81,231,0.22,"Non-cancer illness code, self-reported | Array 1__duodenal ulcer >= 0.29"
"Non-cancer illness code, self-reported | Array 1 dvt",0.0,0.0,0.013,0.013,189607,0.0,"Non-cancer illness code, self-reported | Array 1__dvt",1.46,1700,1.31,"0.18 <= Non-cancer illness code, self-reported | Array 1__dvt < 0.37"
"Non-cancer illness code, self-reported | Array 1 eczema",0.0,0.02352,-0.005,-0.005,189607,0.0,"Non-cancer illness code, self-reported | Array 1__eczema",1.0,188207,99.4,"Non-cancer illness code, self-reported | Array 1__eczema < 0.29"
"Non-cancer illness code, self-reported | Array 1 emphysema",0.0,0.0001,0.009,0.009,189607,0.00107,"Non-cancer illness code, self-reported | Array 1__emphysema",1.37,1147,0.83,"0.23 <= Non-cancer illness code, self-reported | Array 1__emphysema < 0.73"
"Non-cancer illness code, self-reported | Array 1 emphysema chronic",0.0,7e-05,0.009,0.009,189607,0.0,"Non-cancer illness code, self-reported | Array 1__emphysema chronic",1.37,1147,0.83,"Non-cancer illness code, self-reported | Array 1__emphysema chronic >= 0.23"
Doctor diagnosed alpha-1 antitrypsin deficiency_No,0.0,0.0,-0.016,-0.016,189607,0.00506,Doctor diagnosed alpha-1 antitrypsin deficiency_No,1.03,148047,80.16,Doctor diagnosed alpha-1 antitrypsin deficiency_No < 0.50
Contra-indications for spirometry_Yes,0.0,0.0,0.015,0.015,189607,0.00016,Contra-indications for spirometry_Yes,1.16,16939,10.33,Contra-indications for spirometry_Yes >= 0.50
Diabetes diagnosed by doctor_Do not know,0.0,0.04947,0.005,0.005,189607,0.0,Diabetes diagnosed by doctor_Do not know,1.26,577,0.38,Diabetes diagnosed by doctor_Do not know >= 0.50
Diabetes diagnosed by doctor_No,0.0,0.0,-0.015,-0.015,189607,0.02572,Diabetes diagnosed by doctor_No,1.17,14696,9.04,Diabetes diagnosed by doctor_No < 0.50
Diabetes diagnosed by doctor_Yes,0.0,0.0,0.015,0.015,189607,0.00193,Diabetes diagnosed by doctor_Yes,1.17,13581,8.39,Diabetes diagnosed by doctor_Yes >= 0.50
Doctor diagnosed COPD (chronic obstructive pulmonary disease)_No,0.0,0.0,-0.016,-0.016,189607,0.00438,Doctor diagnosed COPD (chronic obstructive pulmonary disease)_No,1.03,148830,80.62,Doctor diagnosed COPD (chronic obstructive pulmonary disease)_No < 0.50
Doctor diagnosed COPD (chronic obstructive pulmonary disease)_None,0.0,0.0,0.016,0.016,189607,0.03436,Doctor diagnosed COPD (chronic obstructive pulmonary disease)_None,1.03,148026,80.14,Doctor diagnosed COPD (chronic obstructive pulmonary disease)_None >= 0.50
